date,asset_id,price
2026-05-01,AST-0001,157.7483
2026-05-04,AST-0001,158.4516
2026-05-05,AST-0001,155.2329
2026-05-06,AST-0001,153.5707
2026-05-07,AST-0001,154.3441
2026-05-08,AST-0001,155.2882
2026-05-11,AST-0001,155.0454
2026-05-12,AST-0001,156.2045
2026-05-13,AST-0001,158.5197
2026-05-14,AST-0001,156.532
2026-05-15,AST-0001,156.2591
2026-05-18,AST-0001,160.8488
2026-05-19,AST-0001,160.3673
2026-05-20,AST-0001,163.7408
2026-05-21,AST-0001,162.1701
2026-05-22,AST-0001,165.0805
2026-05-25,AST-0001,161.7069
2026-05-26,AST-0001,162.1262
2026-05-27,AST-0001,160.7702
2026-05-28,AST-0001,161.0699
2026-05-29,AST-0001,161.9931
2026-06-01,AST-0001,159.9048
2026-06-02,AST-0001,159.2264
2026-06-03,AST-0001,155.1636
2026-06-04,AST-0001,155.0574
2026-06-05,AST-0001,156.9736
2026-06-08,AST-0001,158.1963
2026-06-09,AST-0001,157.4483
2026-06-10,AST-0001,160.4326
2026-06-11,AST-0001,157.4589
2026-06-12,AST-0001,152.3809
2026-06-15,AST-0001,153.9143
2026-06-16,AST-0001,155.6263
2026-06-17,AST-0001,156.6103
2026-06-18,AST-0001,160.1579
2026-06-19,AST-0001,159.2129
2026-06-22,AST-0001,163.9467
2026-06-23,AST-0001,162.2673
2026-06-24,AST-0001,160.0309
2026-06-25,AST-0001,170.454
2026-06-26,AST-0001,167.0906
2026-06-29,AST-0001,169.9116
2026-06-30,AST-0001,170.0123
2026-07-01,AST-0001,172.543
2026-07-02,AST-0001,173.5385
2026-07-03,AST-0001,172.2019
2026-07-06,AST-0001,175.6657
2026-07-07,AST-0001,175.4615
2026-07-08,AST-0001,177.3452
2026-07-09,AST-0001,179.8921
2026-07-10,AST-0001,174.829
2026-07-13,AST-0001,177.5474
2026-07-14,AST-0001,175.3781
2026-07-15,AST-0001,174.0971
2026-07-16,AST-0001,179.833
2026-07-17,AST-0001,178.1816
2026-07-20,AST-0001,180.0136
2026-07-21,AST-0001,184.2083
2026-07-22,AST-0001,186.9674
2026-07-23,AST-0001,184.0579
2026-07-24,AST-0001,186.8399
2026-07-27,AST-0001,191.6813
2026-07-28,AST-0001,190.5805
2026-07-29,AST-0001,192.7
2026-07-30,AST-0001,191.6358
2026-07-31,AST-0001,196.0503
2026-08-03,AST-0001,200.703
2026-08-04,AST-0001,201.3373
2026-08-05,AST-0001,199.0725
2026-08-06,AST-0001,201.631
2026-08-07,AST-0001,191.7677
2025-07-28,AST-0002,107.2104
2025-07-29,AST-0002,110.2619
2025-07-30,AST-0002,111.5516
2025-07-31,AST-0002,112.3391
2025-08-01,AST-0002,111.6221
2025-08-04,AST-0002,113.5871
2025-08-05,AST-0002,114.9563
2025-08-06,AST-0002,114.8409
2025-08-07,AST-0002,113.076
2025-08-08,AST-0002,114.2321
2025-08-11,AST-0002,113.2686
2025-08-12,AST-0002,111.0205
2025-08-13,AST-0002,110.9412
2025-08-14,AST-0002,111.2349
2025-08-15,AST-0002,111.9894
2025-08-18,AST-0002,110.6454
2025-08-19,AST-0002,105.7055
2025-08-20,AST-0002,105.9484
2025-08-21,AST-0002,105.6176
2025-08-22,AST-0002,105.4773
2025-08-25,AST-0002,106.4401
2025-08-26,AST-0002,106.1202
2025-08-27,AST-0002,107.7353
2025-08-28,AST-0002,108.5729
2025-08-29,AST-0002,105.907
2025-09-01,AST-0002,111.0581
2025-09-02,AST-0002,111.3112
2025-09-03,AST-0002,112.7633
2025-09-04,AST-0002,110.5431
2025-09-05,AST-0002,109.624
2025-09-08,AST-0002,108.4555
2025-09-09,AST-0002,111.7072
2025-09-10,AST-0002,112.9949
2025-09-11,AST-0002,108.4868
2025-09-12,AST-0002,111.1194
2025-09-15,AST-0002,109.3551
2025-09-16,AST-0002,108.9674
2025-09-17,AST-0002,112.9684
2025-09-18,AST-0002,111.288
2025-09-19,AST-0002,109.4326
2025-09-22,AST-0002,109.8784
2025-09-23,AST-0002,108.231
2025-09-24,AST-0002,106.9867
2025-09-25,AST-0002,105.4853
2025-09-26,AST-0002,105.981
2025-09-29,AST-0002,105.5694
2025-09-30,AST-0002,105.6792
2025-10-01,AST-0002,105.8196
2025-10-02,AST-0002,102.217
2025-10-03,AST-0002,100.9523
2025-10-06,AST-0002,103.6663
2025-10-07,AST-0002,103.1214
2025-10-08,AST-0002,106.5473
2025-10-09,AST-0002,105.7466
2025-10-10,AST-0002,106.2998
2025-10-13,AST-0002,108.9087
2025-10-14,AST-0002,113.1127
2025-10-15,AST-0002,111.1953
2025-10-16,AST-0002,109.3555
2025-10-17,AST-0002,112.4821
2025-10-20,AST-0002,112.7833
2025-10-21,AST-0002,114.8109
2025-10-22,AST-0002,113.9784
2025-10-23,AST-0002,111.9469
2025-10-24,AST-0002,111.5422
2025-10-27,AST-0002,112.8797
2025-10-28,AST-0002,112.5194
2025-10-29,AST-0002,114.6467
2025-10-30,AST-0002,113.3811
2025-10-31,AST-0002,116.179
2025-11-03,AST-0002,120.0238
2025-11-04,AST-0002,118.6609
2025-11-05,AST-0002,119.192
2025-11-06,AST-0002,119.4611
2025-11-07,AST-0002,121.8012
2025-11-10,AST-0002,121.8419
2025-11-11,AST-0002,124.2085
2025-11-12,AST-0002,126.7112
2025-11-13,AST-0002,126.3459
2025-11-14,AST-0002,128.2449
2025-11-17,AST-0002,128.6285
2025-11-18,AST-0002,128.8124
2025-11-19,AST-0002,131.0689
2025-11-20,AST-0002,130.4827
2025-11-21,AST-0002,135.7844
2025-11-24,AST-0002,134.3651
2025-11-25,AST-0002,131.9611
2025-11-26,AST-0002,128.9162
2025-11-27,AST-0002,126.888
2025-11-28,AST-0002,126.5589
2025-12-01,AST-0002,127.7931
2025-12-02,AST-0002,126.4423
2025-12-03,AST-0002,128.4803
2025-12-04,AST-0002,125.9253
2025-12-05,AST-0002,124.3456
2025-12-08,AST-0002,121.8525
2025-12-09,AST-0002,120.5956
2025-12-10,AST-0002,120.7393
2025-12-11,AST-0002,122.777
2025-12-12,AST-0002,123.8045
2025-12-15,AST-0002,119.3319
2025-12-16,AST-0002,122.1683
2025-12-17,AST-0002,124.8445
2025-12-18,AST-0002,131.5137
2025-12-19,AST-0002,129.9877
2025-12-22,AST-0002,129.0608
2025-12-23,AST-0002,129.2636
2025-12-24,AST-0002,127.1341
2025-12-25,AST-0002,129.0945
2025-12-26,AST-0002,135.2223
2025-12-29,AST-0002,135.8786
2025-12-30,AST-0002,135.5707
2025-12-31,AST-0002,133.1594
2026-01-01,AST-0002,135.3624
2026-01-02,AST-0002,142.1306
2026-01-05,AST-0002,136.8735
2026-01-06,AST-0002,130.3446
2026-01-07,AST-0002,130.5922
2026-01-08,AST-0002,131.7467
2026-01-09,AST-0002,137.1424
2026-01-12,AST-0002,137.123
2026-01-13,AST-0002,140.2178
2026-01-14,AST-0002,138.1385
2026-01-15,AST-0002,140.6023
2026-01-16,AST-0002,138.6834
2026-01-19,AST-0002,142.2499
2026-01-20,AST-0002,138.9156
2026-01-21,AST-0002,137.9552
2026-01-22,AST-0002,137.612
2026-01-23,AST-0002,138.6393
2026-01-26,AST-0002,143.9206
2026-01-27,AST-0002,146.21
2026-01-28,AST-0002,146.084
2026-01-29,AST-0002,148.0635
2026-01-30,AST-0002,140.3885
2026-02-02,AST-0002,138.3959
2026-02-03,AST-0002,139.1747
2026-02-04,AST-0002,139.5986
2026-02-05,AST-0002,137.624
2026-02-06,AST-0002,136.5553
2026-02-09,AST-0002,133.8841
2026-02-10,AST-0002,136.0898
2026-02-11,AST-0002,139.1657
2026-02-12,AST-0002,138.3009
2026-02-13,AST-0002,141.1778
2026-02-16,AST-0002,138.0723
2026-02-17,AST-0002,139.9221
2026-02-18,AST-0002,137.6113
2026-02-19,AST-0002,139.0871
2026-02-20,AST-0002,139.6734
2026-02-23,AST-0002,137.8235
2026-02-24,AST-0002,135.1618
2026-02-25,AST-0002,134.9709
2026-02-26,AST-0002,131.1845
2026-02-27,AST-0002,128.6968
2026-03-02,AST-0002,128.2763
2026-03-03,AST-0002,132.4257
2026-03-04,AST-0002,130.2277
2026-03-05,AST-0002,131.1443
2026-03-06,AST-0002,132.1272
2026-03-09,AST-0002,129.6749
2026-03-10,AST-0002,133.1662
2026-03-11,AST-0002,131.8131
2026-03-12,AST-0002,130.7768
2026-03-13,AST-0002,134.7434
2026-03-16,AST-0002,130.4008
2026-03-17,AST-0002,134.1783
2026-03-18,AST-0002,133.796
2026-03-19,AST-0002,134.387
2026-03-20,AST-0002,138.217
2026-03-23,AST-0002,136.943
2026-03-24,AST-0002,135.0172
2026-03-25,AST-0002,129.0374
2026-03-26,AST-0002,134.1383
2026-03-27,AST-0002,135.4667
2026-03-30,AST-0002,140.0096
2026-03-31,AST-0002,138.607
2026-04-01,AST-0002,138.3442
2026-04-02,AST-0002,136.1505
2026-04-03,AST-0002,134.1056
2026-04-06,AST-0002,131.0132
2026-04-07,AST-0002,132.6877
2026-04-08,AST-0002,132.8198
2026-04-09,AST-0002,132.2093
2026-04-10,AST-0002,134.1999
2026-04-13,AST-0002,131.826
2026-04-14,AST-0002,136.1488
2026-04-15,AST-0002,136.8683
2026-04-16,AST-0002,140.8206
2026-04-17,AST-0002,138.8866
2026-04-20,AST-0002,143.1593
2026-04-21,AST-0002,140.8719
2026-04-22,AST-0002,143.2007
2026-04-23,AST-0002,141.604
2026-04-24,AST-0002,145.2326
2026-04-27,AST-0002,146.1474
2026-04-28,AST-0002,146.3471
2026-04-29,AST-0002,147.7009
2026-04-30,AST-0002,150.0465
2026-05-01,AST-0002,154.1543
2026-05-04,AST-0002,157.7178
2026-05-05,AST-0002,156.7754
2026-05-06,AST-0002,158.6528
2026-05-07,AST-0002,163.1463
2026-05-08,AST-0002,164.6092
2026-05-11,AST-0002,169.2141
2026-05-12,AST-0002,172.3744
2026-05-13,AST-0002,175.4553
2026-05-14,AST-0002,178.6368
2026-05-15,AST-0002,175.8954
2026-05-18,AST-0002,178.2938
2026-05-19,AST-0002,176.3751
2026-05-20,AST-0002,180.3404
2026-05-21,AST-0002,176.5679
2026-05-22,AST-0002,175.0906
2026-05-25,AST-0002,171.0171
2026-05-26,AST-0002,173.2179
2026-05-27,AST-0002,176.5899
2026-05-28,AST-0002,180.0466
2026-05-29,AST-0002,177.0374
2026-06-01,AST-0002,182.7005
2026-06-02,AST-0002,180.6676
2026-06-03,AST-0002,177.8903
2026-06-04,AST-0002,173.849
2026-06-05,AST-0002,177.0272
2026-06-08,AST-0002,180.0588
2026-06-09,AST-0002,179.9645
2026-06-10,AST-0002,173.6528
2026-06-11,AST-0002,172.9272
2026-06-12,AST-0002,175.1618
2026-06-15,AST-0002,176.8862
2026-06-16,AST-0002,176.2532
2026-06-17,AST-0002,174.2577
2026-06-18,AST-0002,173.6289
2026-06-19,AST-0002,171.6924
2026-06-22,AST-0002,170.8301
2026-06-23,AST-0002,167.7846
2026-06-24,AST-0002,163.6093
2026-06-25,AST-0002,162.8412
2026-06-26,AST-0002,167.0498
2026-06-29,AST-0002,172.1999
2026-06-30,AST-0002,173.9655
2026-07-01,AST-0002,174.0819
2026-07-02,AST-0002,175.0088
2026-07-03,AST-0002,173.0841
2026-07-06,AST-0002,174.8409
2026-07-07,AST-0002,172.8882
2026-07-08,AST-0002,174.7473
2026-07-09,AST-0002,174.9274
2026-07-10,AST-0002,175.438
2026-07-13,AST-0002,176.3235
2026-07-14,AST-0002,177.6489
2026-07-15,AST-0002,179.1616
2026-07-16,AST-0002,180.591
2026-07-17,AST-0002,186.485
2026-07-20,AST-0002,191.31
2026-07-21,AST-0002,189.6706
2026-07-22,AST-0002,185.4405
2026-07-23,AST-0002,184.7918
2026-07-24,AST-0002,183.2146
2026-07-27,AST-0002,180.0353
2026-07-28,AST-0002,181.3051
2026-07-29,AST-0002,181.4287
2026-07-30,AST-0002,180.4995
2026-07-31,AST-0002,181.7834
2026-08-03,AST-0002,181.7412
2026-08-04,AST-0002,180.0197
2026-08-05,AST-0002,180.1311
2026-08-06,AST-0002,184.2883
2026-08-07,AST-0002,178.2821
2025-07-28,AST-0003,99.3929
2025-07-29,AST-0003,98.7443
2025-07-30,AST-0003,99.3601
2025-07-31,AST-0003,99.1899
2025-08-01,AST-0003,97.3749
2025-08-04,AST-0003,102.0997
2025-08-05,AST-0003,105.7861
2025-08-06,AST-0003,105.0887
2025-08-07,AST-0003,109.3782
2025-08-08,AST-0003,111.264
2025-08-11,AST-0003,114.3711
2025-08-12,AST-0003,112.7488
2025-08-13,AST-0003,115.3959
2025-08-14,AST-0003,114.2237
2025-08-15,AST-0003,114.6041
2025-08-18,AST-0003,116.3734
2025-08-19,AST-0003,113.4574
2025-08-20,AST-0003,113.5343
2025-08-21,AST-0003,111.3769
2025-08-22,AST-0003,114.032
2025-08-25,AST-0003,109.6805
2025-08-26,AST-0003,113.3159
2025-08-27,AST-0003,112.3053
2025-08-28,AST-0003,112.4021
2025-08-29,AST-0003,111.2152
2025-09-01,AST-0003,112.7207
2025-09-02,AST-0003,108.9728
2025-09-03,AST-0003,109.0471
2025-09-04,AST-0003,107.0717
2025-09-05,AST-0003,106.3578
2025-09-08,AST-0003,108.7256
2025-09-09,AST-0003,109.0663
2025-09-10,AST-0003,110.3267
2025-09-11,AST-0003,111.7821
2025-09-12,AST-0003,112.957
2025-09-15,AST-0003,109.2782
2025-09-16,AST-0003,106.6214
2025-09-17,AST-0003,110.3264
2025-09-18,AST-0003,108.9069
2025-09-19,AST-0003,110.5826
2025-09-22,AST-0003,112.6674
2025-09-23,AST-0003,113.9605
2025-09-24,AST-0003,116.2784
2025-09-25,AST-0003,119.0942
2025-09-26,AST-0003,121.6882
2025-09-29,AST-0003,123.5797
2025-09-30,AST-0003,124.8954
2025-10-01,AST-0003,128.3738
2025-10-02,AST-0003,129.6637
2025-10-03,AST-0003,134.3923
2025-10-06,AST-0003,136.1915
2025-10-07,AST-0003,134.3489
2025-10-08,AST-0003,131.8691
2025-10-09,AST-0003,131.8384
2025-10-10,AST-0003,130.2967
2025-10-13,AST-0003,130.5181
2025-10-14,AST-0003,132.926
2025-10-15,AST-0003,129.4408
2025-10-16,AST-0003,129.3701
2025-10-17,AST-0003,130.045
2025-10-20,AST-0003,129.2411
2025-10-21,AST-0003,129.2542
2025-10-22,AST-0003,130.5484
2025-10-23,AST-0003,127.4251
2025-10-24,AST-0003,123.3584
2025-10-27,AST-0003,125.7875
2025-10-28,AST-0003,125.7082
2025-10-29,AST-0003,125.8954
2025-10-30,AST-0003,125.9949
2025-10-31,AST-0003,126.9874
2025-11-03,AST-0003,129.8945
2025-11-04,AST-0003,132.9281
2025-11-05,AST-0003,132.5977
2025-11-06,AST-0003,127.7394
2025-11-07,AST-0003,124.8473
2025-11-10,AST-0003,127.5589
2025-11-11,AST-0003,124.8764
2025-11-12,AST-0003,127.1653
2025-11-13,AST-0003,127.3737
2025-11-14,AST-0003,132.4137
2025-11-17,AST-0003,134.0223
2025-11-18,AST-0003,133.3144
2025-11-19,AST-0003,128.1749
2025-11-20,AST-0003,126.494
2025-11-21,AST-0003,130.3996
2025-11-24,AST-0003,124.6069
2025-11-25,AST-0003,122.6009
2025-11-26,AST-0003,123.3426
2025-11-27,AST-0003,122.7507
2025-11-28,AST-0003,123.0218
2025-12-01,AST-0003,122.4527
2025-12-02,AST-0003,122.3198
2025-12-03,AST-0003,124.7651
2025-12-04,AST-0003,121.4345
2025-12-05,AST-0003,119.8875
2025-12-08,AST-0003,118.8815
2025-12-09,AST-0003,117.9968
2025-12-10,AST-0003,119.9174
2025-12-11,AST-0003,118.0992
2025-12-12,AST-0003,115.9331
2025-12-15,AST-0003,112.5709
2025-12-16,AST-0003,112.1385
2025-12-17,AST-0003,111.019
2025-12-18,AST-0003,109.8908
2025-12-19,AST-0003,107.6401
2025-12-22,AST-0003,104.4508
2025-12-23,AST-0003,103.1358
2025-12-24,AST-0003,102.7144
2025-12-25,AST-0003,102.6395
2025-12-26,AST-0003,102.7686
2025-12-29,AST-0003,104.3727
2025-12-30,AST-0003,106.6008
2025-12-31,AST-0003,105.4396
2026-01-01,AST-0003,105.9057
2026-01-02,AST-0003,108.8736
2026-01-05,AST-0003,109.0548
2026-01-06,AST-0003,104.9417
2026-01-07,AST-0003,104.7229
2026-01-08,AST-0003,104.8854
2026-01-09,AST-0003,105.0668
2026-01-12,AST-0003,105.0329
2026-01-13,AST-0003,106.4439
2026-01-14,AST-0003,105.09
2026-01-15,AST-0003,109.4917
2026-01-16,AST-0003,105.0239
2026-01-19,AST-0003,104.9141
2026-01-20,AST-0003,102.5567
2026-01-21,AST-0003,101.387
2026-01-22,AST-0003,101.6199
2026-01-23,AST-0003,99.4217
2026-01-26,AST-0003,99.4142
2026-01-27,AST-0003,100.0369
2026-01-28,AST-0003,96.2393
2026-01-29,AST-0003,96.8474
2026-01-30,AST-0003,98.762
2026-02-02,AST-0003,98.1074
2026-02-03,AST-0003,99.7209
2026-02-04,AST-0003,99.6203
2026-02-05,AST-0003,96.574
2026-02-06,AST-0003,96.9957
2026-02-09,AST-0003,96.6839
2026-02-10,AST-0003,95.9555
2026-02-11,AST-0003,97.9567
2026-02-12,AST-0003,98.9095
2026-02-13,AST-0003,96.7401
2026-02-16,AST-0003,96.8393
2026-02-17,AST-0003,97.9438
2026-02-18,AST-0003,97.9211
2026-02-19,AST-0003,96.7417
2026-02-20,AST-0003,96.7321
2026-02-23,AST-0003,98.7597
2026-02-24,AST-0003,97.7036
2026-02-25,AST-0003,97.8214
2026-02-26,AST-0003,99.408
2026-02-27,AST-0003,97.7626
2026-03-02,AST-0003,97.3812
2026-03-03,AST-0003,99.2968
2026-03-04,AST-0003,100.879
2026-03-05,AST-0003,102.1587
2026-03-06,AST-0003,104.1964
2026-03-09,AST-0003,105.7532
2026-03-10,AST-0003,106.3507
2026-03-11,AST-0003,105.5593
2026-03-12,AST-0003,106.854
2026-03-13,AST-0003,107.5082
2026-03-16,AST-0003,108.1382
2026-03-17,AST-0003,106.2953
2026-03-18,AST-0003,106.395
2026-03-19,AST-0003,103.8551
2026-03-20,AST-0003,104.276
2026-03-23,AST-0003,105.0779
2026-03-24,AST-0003,104.5537
2026-03-25,AST-0003,104.7185
2026-03-26,AST-0003,104.56
2026-03-27,AST-0003,104.3244
2026-03-30,AST-0003,105.0381
2026-03-31,AST-0003,103.3137
2026-04-01,AST-0003,104.8811
2026-04-02,AST-0003,105.9025
2026-04-03,AST-0003,108.0721
2026-04-06,AST-0003,105.6973
2026-04-07,AST-0003,104.6754
2026-04-08,AST-0003,104.3832
2026-04-09,AST-0003,103.0207
2026-04-10,AST-0003,104.2086
2026-04-13,AST-0003,104.7767
2026-04-14,AST-0003,104.2925
2026-04-15,AST-0003,105.3337
2026-04-16,AST-0003,105.3848
2026-04-17,AST-0003,109.0634
2026-04-20,AST-0003,108.6412
2026-04-21,AST-0003,109.1627
2026-04-22,AST-0003,109.8466
2026-04-23,AST-0003,107.6124
2026-04-24,AST-0003,109.0531
2026-04-27,AST-0003,110.8689
2026-04-28,AST-0003,112.6639
2026-04-29,AST-0003,116.2896
2026-04-30,AST-0003,113.1124
2026-05-01,AST-0003,112.7655
2026-05-04,AST-0003,112.55
2026-05-05,AST-0003,113.1136
2026-05-06,AST-0003,110.3848
2026-05-07,AST-0003,111.4222
2026-05-08,AST-0003,109.9604
2026-05-11,AST-0003,110.2171
2026-05-12,AST-0003,109.5325
2026-05-13,AST-0003,109.2791
2026-05-14,AST-0003,107.4689
2026-05-15,AST-0003,108.796
2026-05-18,AST-0003,111.0715
2026-05-19,AST-0003,108.2243
2026-05-20,AST-0003,110.207
2026-05-21,AST-0003,111.337
2026-05-22,AST-0003,113.2003
2026-05-25,AST-0003,112.5908
2026-05-26,AST-0003,113.9471
2026-05-27,AST-0003,115.5892
2026-05-28,AST-0003,111.013
2026-05-29,AST-0003,111.0889
2026-06-01,AST-0003,109.5479
2026-06-02,AST-0003,107.5809
2026-06-03,AST-0003,104.4962
2026-06-04,AST-0003,104.2337
2026-06-05,AST-0003,105.5559
2026-06-08,AST-0003,109.814
2026-06-09,AST-0003,110.0085
2026-06-10,AST-0003,112.108
2026-06-11,AST-0003,112.541
2026-06-12,AST-0003,111.3848
2026-06-15,AST-0003,110.5503
2026-06-16,AST-0003,108.0227
2026-06-17,AST-0003,108.2048
2026-06-18,AST-0003,110.6866
2026-06-19,AST-0003,110.6765
2026-06-22,AST-0003,114.1002
2026-06-23,AST-0003,118.6058
2026-06-24,AST-0003,121.815
2026-06-25,AST-0003,120.7822
2026-06-26,AST-0003,119.8367
2026-06-29,AST-0003,117.9132
